#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.1492  -18.3853  -18.2694  -18.0916  -17.7905  -17.4093  -17.2149  -17.1233  -16.9280  -16.9077  -16.6086  -16.3707  -16.1716  -15.8191  -15.5770  -15.2241  -14.8797  -14.6016  -14.2190  -14.0796  -12.6494  -12.5864  -11.8608  -11.7775  -10.9851  -10.8851  -10.0888   -9.9700   -9.2796   -9.1542   -8.7695   -8.6791   -8.6778   -8.6263   -8.0248   -7.5106   -7.4550   -7.4169   -7.2312   -7.0152   -6.8878   -6.7763   -6.7044   -6.4470   -6.3089   -6.3085   -6.2458   -6.1586   -6.1049   -6.0531   -6.0288   -5.9358   -5.8640   -5.7723   -5.6301   -5.5952   -5.5111   -5.3901   -5.1675   -4.9736   -4.9614   -4.8195   -4.6427   -4.5924   -4.4954   -4.2536   -4.0573   -3.8276   -3.4586   -3.3083   -2.9027   -2.7300   -2.5252   -2.5245   -2.4362   -2.2608   -2.1532    0.5453    0.5456    1.9619    2.0229    2.4614    2.6386    3.1700    3.4585    3.9555    4.2817    4.7450    4.7643    4.9498    4.9569    5.2301    5.5787    5.6208    5.6621    5.7786    5.8388    5.8885    6.1118    6.1904
  0.1641  -18.4314  -18.3151  -18.1368  -17.8348  -17.4498  -17.1466  -17.0723  -16.9266  -16.8641  -16.5488  -16.3828  -16.1333  -15.7888  -15.5823  -15.1736  -14.9048  -14.5490  -14.2376  -14.0482  -12.6540  -12.5542  -11.8770  -11.7412  -11.0020  -10.8562  -10.1039   -9.9609   -9.2961   -9.2067   -8.8817   -8.8090   -8.7889   -8.6364   -8.0021   -7.5564   -7.4928   -7.4897   -7.3113   -7.0702   -6.8773   -6.8101   -6.7133   -6.4752   -6.3628   -6.2393   -6.2204   -6.2127   -6.0979   -6.0015   -5.9897   -5.9655   -5.8254   -5.7115   -5.6483   -5.5565   -5.5352   -5.3306   -5.2187   -4.9149   -4.8828   -4.7563   -4.6751   -4.5156   -4.4408   -4.1783   -4.0948   -3.7594   -3.4681   -3.2659   -2.8734   -2.7217   -2.5227   -2.5220   -2.4002   -2.2510   -2.1276    0.5690    0.5693    1.9493    2.0233    2.4371    2.6447    3.1399    3.4519    3.9343    4.2305    4.7009    4.7586    4.8636    4.8936    5.1669    5.3616    5.5158    5.5763    5.7439    5.7755    5.9989    6.0461    6.1588
  0.1790  -18.4764  -18.3598  -18.1809  -17.8781  -17.4908  -17.0765  -17.0515  -16.9160  -16.7997  -16.4853  -16.4066  -16.0801  -15.7822  -15.5617  -15.1327  -14.9184  -14.4990  -14.2540  -14.0190  -12.6551  -12.5222  -11.8902  -11.7062  -11.0161  -10.8304  -10.1153   -9.9595   -9.3060   -9.2723   -8.9961   -8.9377   -8.9099   -8.6249   -7.9852   -7.6485   -7.5629   -7.4894   -7.3919   -7.1233   -6.8971   -6.8383   -6.7005   -6.5050   -6.4158   -6.2656   -6.2315   -6.1410   -6.1251   -6.0423   -5.9704   -5.8495   -5.7846   -5.7002   -5.6610   -5.5574   -5.4825   -5.2691   -5.2623   -4.8559   -4.8031   -4.7597   -4.6399   -4.4388   -4.3860   -4.1343   -4.1014   -3.6863   -3.4954   -3.2038   -2.8712   -2.6852   -2.5198   -2.5191   -2.3753   -2.2305   -2.1025    0.5946    0.5948    1.9375    2.0203    2.4175    2.6411    3.1200    3.4269    3.9306    4.1625    4.6392    4.7473    4.7884    4.8319    5.1053    5.1953    5.4544    5.5135    5.6843    5.7138    5.9109    5.9826    6.0232
  0.1939  -18.5203  -18.4033  -18.2239  -17.9204  -17.5314  -17.0669  -17.0053  -16.8684  -16.7364  -16.4328  -16.4199  -16.0198  -15.7953  -15.5190  -15.1107  -14.9115  -14.4550  -14.2643  -13.9925  -12.6526  -12.4910  -11.8995  -11.6738  -11.0263  -10.8090  -10.1220   -9.9672   -9.3481   -9.3081   -9.1131   -9.0642   -9.0314   -8.6043   -7.9790   -7.7422   -7.6232   -7.4998   -7.4721   -7.1743   -6.9348   -6.8594   -6.6792   -6.5359   -6.4674   -6.3172   -6.2211   -6.1552   -6.0936   -6.0775   -5.9300   -5.7520   -5.7509   -5.7257   -5.6457   -5.5458   -5.4090   -5.3184   -5.1917   -4.8001   -4.7966   -4.7225   -4.5659   -4.3642   -4.3313   -4.1710   -4.0236   -3.6106   -3.5277   -3.1345   -2.8854   -2.6311   -2.5165   -2.5159   -2.3625   -2.1980   -2.0781    0.6219    0.6222    1.9267    2.0131    2.4035    2.6262    3.1116    3.3854    3.9419    4.0851    4.5791    4.6484    4.7719    4.8275    5.0454    5.1962    5.3947    5.4540    5.6248    5.6541    5.8407    5.8847    5.9229
  0.2089  -18.5630  -18.4456  -18.2658  -17.9617  -17.5714  -17.0968  -16.9331  -16.8053  -16.6777  -16.4549  -16.3534  -15.9557  -15.8179  -15.4640  -15.1112  -14.8800  -14.4240  -14.2617  -13.9687  -12.6460  -12.4617  -11.9040  -11.6448  -11.0316  -10.7930  -10.1229   -9.9849   -9.4314   -9.3025   -9.2329   -9.1872   -9.1524   -8.5781   -7.9898   -7.8361   -7.6695   -7.5499   -7.5223   -7.2230   -6.9806   -6.8736   -6.6596   -6.5674   -6.5178   -6.3674   -6.2088   -6.1847   -6.1435   -6.0343   -5.8778   -5.8002   -5.7088   -5.6650   -5.6151   -5.4983   -5.3666   -5.3361   -5.1203   -4.8442   -4.7371   -4.6412   -4.4865   -4.3033   -4.2766   -4.1927   -3.9455   -3.5607   -3.5334   -3.0620   -2.9059   -2.5694   -2.5129   -2.5122   -2.3585   -2.1569   -2.0542    0.6510    0.6513    1.9167    2.0010    2.3953    2.6003    3.1142    3.3317    3.9626    4.0013    4.5206    4.5441    4.7135    4.9224    4.9871    5.1256    5.3365    5.3951    5.5681    5.5945    5.6821    5.8129    5.8618
  0.2238  -18.6045  -18.4868  -18.3066  -18.0020  -17.6105  -17.1307  -16.8605  -16.7365  -16.6326  -16.4621  -16.2866  -15.8894  -15.8436  -15.4028  -15.1267  -14.8317  -14.4129  -14.2392  -13.9479  -12.6353  -12.4351  -11.9028  -11.6204  -11.0309  -10.7835  -10.1172  -10.0124   -9.5206   -9.3583   -9.3119   -9.2813   -9.2725   -8.5488   -8.0213   -7.9300   -7.7052   -7.6185   -7.5561   -7.2693   -7.0302   -6.8827   -6.6453   -6.5983   -6.5667   -6.4162   -6.2214   -6.1922   -6.1862   -6.0069   -5.8483   -5.8228   -5.6872   -5.6702   -5.5036   -5.4412   -5.4135   -5.2636   -5.0487   -4.8883   -4.6775   -4.5594   -4.4051   -4.2940   -4.2220   -4.1610   -3.8684   -3.5919   -3.4553   -2.9875   -2.9286   -2.5088   -2.5082   -2.5043   -2.3596   -2.1109   -2.0309    0.6817    0.6820    1.9076    1.9842    2.3929    2.5651    3.1256    3.2699    3.9158    3.9864    4.4534    4.4638    4.6567    4.7120    4.9304    5.0439    5.2799    5.3372    5.4271    5.5207    5.5389    5.7482    5.8067
  0.2387  -18.6448  -18.5268  -18.3463  -18.0411  -17.6488  -17.1657  -16.7884  -16.6651  -16.6147  -16.4392  -16.2207  -15.8685  -15.8217  -15.3381  -15.1489  -14.7746  -14.4185  -14.1997  -13.9302  -12.6201  -12.4122  -11.8951  -11.6016  -11.0235  -10.7810  -10.1049  -10.0490   -9.6143   -9.4836   -9.4261   -9.3913   -9.2629   -8.5181   -8.0710   -8.0236   -7.7537   -7.6573   -7.5993   -7.3131   -7.0815   -6.8895   -6.6370   -6.6271   -6.6144   -6.4638   -6.2527   -6.2394   -6.1664   -5.9886   -5.8950   -5.7899   -5.6874   -5.6332   -5.4592   -5.3955   -5.3817   -5.1912   -4.9774   -4.9318   -4.6180   -4.4776   -4.3226   -4.3212   -4.1677   -4.0902   -3.7963   -3.6168   -3.3768   -2.9513   -2.9119   -2.5043   -2.5037   -2.4374   -2.3632   -2.0624   -2.0080    0.7138    0.7141    1.8994    1.9632    2.3955    2.5229    3.1427    3.2031    3.8293    4.0009    4.3651    4.4086    4.6015    4.6029    4.8753    4.9360    5.1317    5.2249    5.2837    5.4562    5.4832    5.7021    5.7467
  0.2536  -18.6839  -18.5657  -18.3848  -18.0792  -17.6860  -17.2007  -16.7214  -16.6173  -16.5922  -16.3882  -16.1584  -15.8890  -15.7532  -15.2712  -15.1732  -14.7131  -14.4329  -14.1514  -13.9154  -12.6007  -12.3935  -11.8804  -11.5888  -11.0089  -10.7855  -10.0939  -10.0864   -9.7114   -9.6104   -9.5412   -9.5083   -9.2353   -8.4874   -8.1324   -8.1167   -7.8234   -7.6652   -7.6499   -7.3541   -7.1333   -6.8981   -6.6606   -6.6518   -6.6336   -6.5099   -6.2854   -6.2854   -6.1435   -5.9752   -5.9404   -5.7985   -5.6483   -5.5974   -5.5036   -5.3208   -5.2923   -5.1175   -4.9743   -4.9064   -4.5586   -4.4026   -4.3481   -4.2393   -4.1135   -4.0105   -3.7450   -3.6193   -3.2988   -2.9728   -2.8355   -2.4993   -2.4988   -2.3694   -2.3680   -2.0125   -1.9858    0.7473    0.7476    1.8917    1.9387    2.4020    2.4758    3.1335    3.1621    3.7455    3.9914    4.3074    4.3551    4.4828    4.5480    4.8219    5.0050    5.1717    5.2207    5.2812    5.4043    5.4299    5.6364    5.6920
  0.2685  -18.7219  -18.6034  -18.4221  -18.1162  -17.7223  -17.2352  -16.6860  -16.5991  -16.5182  -16.3238  -16.1053  -15.8984  -15.6845  -15.2029  -15.1974  -14.6489  -14.4509  -14.0991  -13.9036  -12.5769  -12.3789  -11.8586  -11.5821  -10.9873  -10.7965  -10.1458  -10.0642   -9.8099   -9.7375   -9.6550   -9.6228   -9.2029   -8.4582   -8.2090   -8.2003   -7.8995   -7.7058   -7.6629   -7.3920   -7.1842   -6.9122   -6.7055   -6.6703   -6.6339   -6.5547   -6.3300   -6.3188   -6.1195   -5.9845   -5.9648   -5.8243   -5.5958   -5.5628   -5.5468   -5.2594   -5.1960   -5.0410   -5.0157   -4.8360   -4.4995   -4.4028   -4.3004   -4.1555   -4.0598   -3.9279   -3.7394   -3.5743   -3.2235   -2.9906   -2.7589   -2.4939   -2.4934   -2.3731   -2.3008   -1.9638   -1.9620    0.7821    0.7824    1.8845    1.9115    2.4107    2.4256    3.0629    3.1790    3.6650    3.9429    4.2886    4.3032    4.3690    4.4962    4.6148    4.7376    4.7701    5.1202    5.1728    5.3510    5.3764    5.4820    5.6390
  0.2834  -18.7586  -18.6399  -18.4583  -18.1520  -17.7575  -17.2691  -16.6980  -16.5367  -16.4438  -16.2534  -16.0725  -15.8853  -15.6167  -15.2197  -15.1336  -14.5831  -14.4703  -14.0451  -13.8944  -12.5491  -12.3682  -11.8302  -11.5809  -10.9594  -10.8134  -10.2039  -10.0462   -9.9039   -9.8643   -9.7674   -9.7330   -9.1674   -8.4325   -8.3000   -8.2714   -7.9761   -7.7650   -7.6607   -7.4262   -7.2326   -6.9345   -6.7490   -6.6814   -6.6363   -6.5981   -6.3732   -6.3530   -6.0954   -6.0272   -5.9565   -5.8539   -5.5887   -5.5435   -5.5295   -5.1977   -5.1088   -5.0559   -4.9599   -4.7663   -4.4408   -4.4366   -4.2182   -4.0715   -4.0065   -3.8439   -3.7593   -3.5017   -3.1576   -2.9977   -2.6829   -2.4881   -2.4876   -2.3773   -2.2323   -1.9419   -1.9112    0.8179    0.8182    1.8773    1.8825    2.3738    2.4200    2.9931    3.1874    3.5956    3.8638    4.2530    4.2780    4.3153    4.4460    4.5444    4.6481    4.7200    5.0700    5.1243    5.3004    5.3269    5.5127    5.5880
  0.2984  -18.7942  -18.6752  -18.4934  -18.1867  -17.7917  -17.3021  -16.7229  -16.4617  -16.3699  -16.1800  -16.0647  -15.8438  -15.5516  -15.2378  -15.0637  -14.5162  -14.4896  -13.9906  -13.8878  -12.5175  -12.3606  -11.7959  -11.5844  -10.9268  -10.8354  -10.2673  -10.0708   -9.9902   -9.9639   -9.8782   -9.8306   -9.1302   -8.4194   -8.3818   -8.3441   -8.0512   -7.8258   -7.6639   -7.4562   -7.2766   -6.9652   -6.7912   -6.6859   -6.6402   -6.6396   -6.4150   -6.3880   -6.0722   -6.0686   -5.9496   -5.8843   -5.6292   -5.4976   -5.4944   -5.1364   -5.0950   -5.0313   -4.8736   -4.6972   -4.4719   -4.3825   -4.1333   -3.9884   -3.9538   -3.7842   -3.7588   -3.4211   -3.1193   -2.9759   -2.6095   -2.4818   -2.4813   -2.3786   -2.1644   -1.9194   -1.8604    0.8548    0.8551    1.8521    1.8697    2.3217    2.4274    2.9263    3.1782    3.5446    3.7688    4.1334    4.2044    4.2868    4.3974    4.3978    4.4865    4.6721    5.0214    5.0744    5.2516    5.2778    5.4548    5.5383
  0.3133  -18.8286  -18.7094  -18.5273  -18.2203  -17.8247  -17.3342  -16.7505  -16.3833  -16.2987  -16.1047  -16.0702  -15.7836  -15.4932  -15.2474  -14.9939  -14.5081  -14.4487  -13.9363  -13.8832  -12.4824  -12.3551  -11.7570  -11.5915  -10.8914  -10.8616  -10.3352  -10.1592  -10.1147  -10.0097   -9.9870   -9.8747   -9.0927   -8.4870   -8.4171   -8.3882   -8.1237   -7.8862   -7.6760   -7.4814   -7.3142   -7.0030   -6.8319   -6.6861   -6.6809   -6.6428   -6.4555   -6.4238   -6.1086   -6.0503   -5.9446   -5.9136   -5.6685   -5.4670   -5.4489   -5.1329   -5.0761   -4.9622   -4.7835   -4.6288   -4.5067   -4.3246   -4.0476   -3.9110   -3.9018   -3.8044   -3.6732   -3.3374   -3.1161   -2.9175   -2.5432   -2.4750   -2.4745   -2.3721   -2.0982   -1.8955   -1.8097    0.8925    0.8928    1.8209    1.8607    2.2704    2.4298    2.8652    3.1436    3.5193    3.6669    4.0085    4.1574    4.1719    4.3072    4.3505    4.4118    4.6246    4.9751    5.0269    5.2040    5.2305    5.4044    5.4904
  0.3282  -18.8618  -18.7424  -18.5600  -18.2527  -17.8567  -17.3654  -16.7786  -16.3032  -16.2367  -16.0726  -16.0282  -15.7145  -15.4492  -15.2405  -14.9250  -14.5245  -14.3808  -13.8825  -13.8804  -12.4443  -12.3507  -11.7145  -11.6013  -10.8911  -10.8561  -10.4066  -10.2648  -10.2368  -10.1010  -10.0931   -9.8527   -9.0568   -8.5743   -8.4894   -8.3823   -8.1922   -7.9442   -7.6994   -7.5011   -7.3441   -7.0461   -6.8713   -6.7201   -6.6840   -6.6451   -6.4946   -6.4602   -6.1473   -6.0302   -5.9511   -5.9319   -5.7064   -5.4379   -5.4068   -5.1695   -5.0176   -4.8995   -4.6922   -4.5613   -4.5407   -4.2672   -3.9614   -3.8733   -3.8505   -3.7845   -3.5873   -3.2521   -3.1285   -2.8420   -2.4951   -2.4678   -2.4673   -2.3470   -2.0359   -1.8680   -1.7594    0.9309    0.9312    1.7892    1.8493    2.2215    2.4227    2.8140    3.0844    3.5166    3.5591    3.8790    4.0569    4.1121    4.2691    4.3052    4.4591    4.5794    4.9295    4.9818    5.1629    5.1907    5.3680    5.4470
  0.3431  -18.8938  -18.7742  -18.5916  -18.2840  -17.8876  -17.3955  -16.8066  -16.2217  -16.2001  -16.0515  -15.9510  -15.6409  -15.4277  -15.2090  -14.8586  -14.5372  -14.3131  -13.8786  -13.8298  -12.4037  -12.3466  -11.6697  -11.6128  -10.9234  -10.8261  -10.4804  -10.3745  -10.3539  -10.2048  -10.1952   -9.8109   -9.0247   -8.6613   -8.5599   -8.3868   -8.2555   -7.9973   -7.7343   -7.5148   -7.3667   -7.0930   -6.9093   -6.7580   -6.6815   -6.6461   -6.5323   -6.4970   -6.1846   -6.0119   -5.9777   -5.9298   -5.7430   -5.4105   -5.3678   -5.2048   -4.9614   -4.8413   -4.6016   -4.5737   -4.4946   -4.2102   -3.8883   -3.8747   -3.8000   -3.7112   -3.5015   -3.1659   -3.1452   -2.7604   -2.4732   -2.4601   -2.4597   -2.2949   -1.9810   -1.8335   -1.7095    0.9699    0.9702    1.7574    1.8339    2.1767    2.4014    2.7772    3.0086    3.4555    3.5260    3.7689    3.9365    4.0581    4.0687    4.2615    4.5357    4.8842    4.9304    4.9630    5.1331    5.1519    5.3308    5.4014
